"L","u","v","col"
3666.41131950387,7288.35835417143,-2722.24643072813,"maroon4"
7277.33895343413,-4653.23707183047,1911.17164760999,"mediumaquamarine"
3252.1980557954,-974.486308970367,-13132.8620429953,"mediumblue"
5434.1755850973,4351.40750207174,-8731.3266067699,"mediumorchid"
6307.2283804464,5036.16039931599,-10223.933618188,"mediumorchid1"
5964.4310771636,4766.84052477728,-9685.05227938784,"mediumorchid2"
5293.56818216866,4221.97538436727,-8584.60635610187,"mediumorchid3"
3866.42774032152,3107.718969792,-6316.68944585425,"mediumorchid4"
5513.21304636352,883.573976853759,-9013.93479858669,"mediumpurple"
6219.94499688473,1004.05406494461,-10215.3957739323,"mediumpurple1"
5874.05909391357,930.700554413082,-9702.13495075425,"mediumpurple2"
5207.47809793233,836.086041126147,-8621.12768892773,"mediumpurple3"
3823.58942206926,599.574166058065,-6272.11789317256,"mediumpurple4"
6397.64983954974,-5115.98196777356,4238.91153171778,"mediumseagreen"
5279.71707987305,-193.168759692697,-11592.070932469,"mediumslateblue"
8298.58159733667,-7378.37769077827,5729.80294152041,"mediumspringgreen"
7385.892515543,-5275.91038306666,-700.947264957278,"mediumturquoise"
4789.44095171807,10473.2514309851,-3263.07998636199,"mediumvioletred"
2213.80525544714,-585.834541879904,-7895.11781510734,"midnightblue"
9269.24261079616,-522.581074593253,262.451030624934,"mintcream"
8718.99382017119,1627.71223913423,570.579185082257,"mistyrose"
8718.99382017119,1627.71223913423,570.579185082257,"mistyrose1"
8254.21196766829,1528.92887061821,552.291891302008,"mistyrose2"
7313.8422917752,1382.3749762092,450.990702151179,"mistyrose3"
5378.09525223266,952.523205617789,370.529315109481,"mistyrose4"
8640.74370303862,1977.92940144676,3643.83930611582,"moccasin"
8503.57669458789,2411.57643526422,3833.65860396929,"navajowhite"
8503.57669458789,2411.57643526422,3833.65860396929,"navajowhite1"
8041.28085878179,2298.33181798643,3646.44504901912,"navajowhite2"
7150.38325937269,1990.21742631005,3252.34182408761,"navajowhite3"
5227.28015766233,1485.82351441448,2377.17588068632,"navajowhite4"
2226.48377205853,-667.142011584868,-8990.8743925687,"navy"
2226.48377205853,-667.142011584868,-8990.8743925687,"navyblue"
9068.31811392584,548.495687692806,1215.96546505647,"oldlace"
5478.30775188236,-1954.79480951002,5992.74640415419,"olivedrab"
8758.09348317409,-3134.09464644556,9597.42208761818,"olivedrab1"
8286.11100974692,-2976.36906768951,9078.93616791327,"olivedrab2"
7351.00510887652,-2650.82004890121,8054.56948607864,"olivedrab3"
5386.60960774488,-1905.770715878,5895.99643159807,"olivedrab4"
7238.08742117264,7781.53657379018,7055.51076253391,"orange"
7238.08742117264,7781.53657379018,7055.51076253391,"orange1"
6848.66154445175,7362.72599136839,6675.925675543,"orange2"
6083.23271882706,6498.55638097376,5934.82379939449,"orange3"
4450.48317252879,4776.1514089161,4339.25389308272,"orange4"
5846.66545379616,16243.5043967088,4488.09550237243,"orangered"
5846.66545379616,16243.5043967088,4488.09550237243,"orangered1"
5528.48009282312,15395.5157075103,4239.46619219957,"orangered2"
4903.50036038994,13666.2979730686,3758.84338444599,"orangered3"
3586.90592922944,10024.8300968911,2746.19159502292,"orangered4"
6205.04009709049,5467.094203945,-6499.19528489284,"orchid"
7034.71830286021,6208.96213482073,-7343.54055351295,"orchid1"
6651.06890805038,5895.78932451263,-6934.34948604349,"orchid2"
5900.77883516337,5225.20459076033,-6183.32569052928,"orchid3"
4320.37227896924,3811.87539925808,-4605.42909945574,"orchid4"
8589.52036011634,701.6594604902,4406.68730451482,"palegoldenrod"
8558.97236965587,-4748.24967609584,6072.20467241993,"palegreen"
8666.05351424927,-4826.55417262826,6172.34282061155,"palegreen1"
8201.25356113311,-4555.5309538044,5825.75016690979,"palegreen2"
7276.42415667742,-4043.2475783184,5170.62675966999,"palegreen3"
5328.33159773915,-2964.34527191176,3790.89400066442,"palegreen4"
8494.94103800657,-3111.68575461902,-670.729341415725,"paleturquoise"
8975.57007525317,-3309.18771012561,-713.301235556587,"paleturquoise1"
8490.45439713827,-3153.36747546091,-679.713909708931,"paleturquoise2"
7533.82675390685,-2792.37005763842,-601.900280890719,"paleturquoise3"
5518.85842143229,-2031.20110917005,-437.828974283208,"paleturquoise4"
6012.71764027649,7538.17040136705,-761.325807816949,"palevioletred"
6786.29803335862,8547.80362412211,-867.405624160104,"palevioletred1"
6414.53709778839,8126.39643108056,-789.845187293847,"palevioletred2"
5687.51570453237,7222.86752224917,-715.831115094517,"palevioletred3"
4173.0341061651,5249.23359171914,-507.020469147861,"palevioletred4"
8924.23938276978,1106.91615684754,2101.52023619365,"papayawhip"
8439.57126273547,2561.96664253894,2839.78758831415,"peachpuff"
8439.57126273547,2561.96664253894,2839.78758831415,"peachpuff1"
7976.45294539947,2450.43123564728,2638.29586644589,"peachpuff2"
7080.24033446505,2164.64757000865,2350.06359643653,"peachpuff3"
5192.88284909635,1561.4224184613,1744.14827271726,"peachpuff4"
6101.63120272248,6265.3015991267,5025.79528000742,"peru"
7952.54623820154,3961.09804592404,62.2262857129013,"pink"
7728.95263676637,4726.99185538456,-122.746242162157,"pink1"
7314.73979331551,4466.2439605014,-122.580678647323,"pink2"
6477.57894805185,4007.39630342988,-104.072911386421,"pink3"
4760.04364043682,2870.51971736468,-106.615180038723,"pink4"
7082.709996169,3189.01795499309,-4078.2121934797,"plum"
7987.51672907464,3456.93702113493,-4420.83516325465,"plum1"
7547.83421025462,3298.11575669575,-4217.72974761859,"plum2"
6699.16477307139,2919.47191216193,-3733.50859692042,"plum3"
4911.86021670419,2120.99137989169,-2712.38764717409,"plum4"
8159.84078408678,-2472.38530914314,-1020.46187286495,"powderblue"
4811.98604074041,2815.1631135539,-13306.9937667049,"purple"
4955.95081334065,2051.33190954694,-14161.106504842,"purple1"
4687.08682447491,1965.81730768659,-13404.5099092346,"purple2"
4159.90038797241,1748.41195273963,-11886.2048590758,"purple3"
3049.72090493663,1291.07126008952,-8687.35741087209,"purple4"
5589.19938869393,18325.9445754841,3950.1896095033,"red"
5589.19938869393,18325.9445754841,3950.1896095033,"red1"
5288.27263980767,17339.2617721248,3737.50839453776,"red2"
4691.39111599931,15382.1983426882,3315.6599276139,"red3"
3434.11268686785,11259.8163688365,2427.0732371741,"red4"
6244.11331065655,3103.69723430572,669.007401801265,"rosybrown"
7951.58912687301,4036.185364436,870.006859562008,"rosybrown1"
7520.94304093394,3829.27590868601,825.407162185149,"rosybrown2"
6671.92005595438,3400.64936736917,733.015956760896,"rosybrown3"
4883.40560419771,2498.21344196821,538.494304625692,"rosybrown4"
4913.74164492797,-1896.82051634658,-11385.0996978905,"royalblue"
5406.07091191554,-2101.05568904844,-12669.0991307441,"royalblue1"
5111.51228986779,-1987.99160356982,-11997.4427800816,"royalblue2"
4541.18411789855,-1765.13505141848,-10622.8147644664,"royalblue3"
3313.1968044807,-1286.26745786855,-7808.76070196251,"royalblue4"
4037.11134653288,6948.2553359188,3494.04295880427,"saddlebrown"
6590.07187230545,9722.83131183583,2886.17055804439,"salmon"
6836.35591857214,9318.20649568686,3918.92004299542,"salmon1"
6457.12502990708,8873.1178888731,3681.31617343379,"salmon2"
5728.73381780435,7876.86274605167,3288.60265839185,"salmon3"
4195.72888495495,5759.87141954089,2407.69058340099,"salmon4"
7141.78082164866,6523.41294250162,5206.41826188376,"sandybrown"
5221.00499672141,-4193.69261323732,3511.04602767419,"seagreen"
8490.76008468923,-6832.41987498626,5748.05740552411,"seagreen1"
8032.8767903597,-6474.51540831441,5462.80325668532,"seagreen2"
7127.57012773696,-5744.88830844338,4813.54665915434,"seagreen3"
5221.00499672141,-4193.69261323732,3511.04602767419,"seagreen4"
9097.42677794317,614.719571240568,648.258680792246,"seashell"
9097.42677794317,614.719571240568,648.258680792246,"seashell1"
8614.93798447033,564.805612604542,644.417792826171,"seashell2"
7637.85389254997,516.179621572397,572.676170895174,"seashell3"
5604.75993932975,349.287328974928,407.675802815121,"seashell4"
4577.12574916523,7303.09951340786,3422.58826765555,"sienna"
6640.19106441379,10685.9467561221,4975.04622757668,"sienna1"
6277.24279802088,10144.2847305354,4704.8511660115,"sienna2"
5565.51355688671,9018.37119550556,4161.10266918125,"sienna3"
4083.21022614558,6561.62037296005,3088.21382774968,"sienna4"
7572.16948420316,-3372.95078873108,-3221.89664582162,"skyblue"
7632.40818204008,-3330.63614543363,-4960.85993548615,"skyblue1"
7215.52757960287,-3141.41235095563,-4716.00552389383,"skyblue2"
6414.79283450572,-2829.16329364719,-4136.41111428241,"skyblue3"
4686.12807009764,-2019.72181605751,-3070.97343167667,"skyblue4"
4692.38254792802,-181.205221926407,-10255.9754551634,"slateblue"
5566.74109767939,-223.357135568858,-12292.6697247026,"slateblue1"
5254.03091242812,-205.297492575981,-11671.9379711508,"slateblue2"
4665.8886104111,-193.558758156377,-10338.4694868526,"slateblue3"
3406.99706131354,-139.574783221671,-7594.17040970475,"slateblue4"
5311.85223039545,-1013.09736159328,-1664.80154452816,"slategray"
8382.04108817205,-1588.61382496324,-2685.48742934933,"slategray1"
7933.78707232094,-1496.49026068446,-2533.51350668896,"slategray2"
7043.11702355988,-1356.70490877425,-2232.81660130154,"slategray3"
5148.94649644468,-963.211324028391,-1665.48716014011,"slategray4"
5311.85223039545,-1013.09736159328,-1664.80154452816,"slategrey"
9226.52556490836,280.871504581849,60.5423471862303,"snow"
9226.52556490836,280.871504581849,60.5423471862303,"snow1"
8722.5595548576,284.991306003279,61.4303776340609,"snow2"
7746.58716143659,234.628522812841,50.5745910717304,"snow3"
5691.79783761905,126.296482305729,27.223429060694,"snow4"
8396.7904149584,-7673.81089498285,7467.05166216374,"springgreen"
8396.7904149584,-7673.81089498285,7467.05166216374,"springgreen1"
7944.60340335572,-7263.8676132114,7091.48181731643,"springgreen2"
7049.1833193373,-6442.83062112769,6273.43440395555,"springgreen3"
5162.00293918656,-4719.03432257054,4602.38672267727,"springgreen4"
5291.70488338068,-2704.67906021922,-5393.92710093026,"steelblue"
6992.14104469611,-3574.60705759284,-7148.32274949951,"steelblue1"
6621.10913900925,-3401.00070421499,-6743.77256242353,"steelblue2"
5869.82044403163,-3017.98484745199,-5998.54964845283,"steelblue3"
4290.05781479704,-2184.62311139629,-4421.32638079262,"steelblue4"
7213.50606223652,2271.00571840794,3288.68382487314,"tan"
7260.46642290094,7496.51534095278,5950.26226696745,"tan1"
6869.3405181281,7099.22856209508,5654.15623166295,"tan2"
6101.63120272248,6265.3015991267,5025.79528000742,"tan3"
4464.21428570701,4601.74534274219,3661.94555666076,"tan4"
7646.65964253758,1307.46559805386,-1672.02637921493,"thistle"
8724.73120870084,1518.39480570713,-1941.76900178804,"thistle1"
8255.47573843324,1436.70477929599,-1837.30133603722,"thistle2"
7327.19312099208,1268.39092553342,-1622.05651131889,"thistle3"
5372.1896638584,913.011605308092,-1167.58673488373,"thistle4"
6191.75538132547,13370.1565001662,4011.59260138201,"tomato"
6191.75538132547,13370.1565001662,4011.59260138201,"tomato1"
5853.17298658514,12687.9846975801,3794.02946850618,"tomato2"
5189.71407804097,11273.6664108457,3352.97497727938,"tomato3"
3805.11004040262,8225.10576220598,2494.56743972016,"tomato4"
7762.80280380162,-5852.7389279254,109.437820001866,"turquoise"
8370.24570258966,-6441.01643814841,-2251.1087351007,"turquoise1"
7928.3441447384,-6104.65611977605,-2102.67185000451,"turquoise2"
7028.00592458493,-5408.59672062638,-1886.50007588554,"turquoise3"
5158.47540395127,-3975.07390646158,-1342.74606080851,"turquoise4"
6789.76040079917,5410.89675514715,-6919.61771176314,"violet"
5010.51496312588,10429.4465824674,-3700.77310952364,"violetred"
5949.13324349172,12987.0847634505,-1764.25542897368,"violetred1"
5629.87049514614,12282.7284057655,-1666.15431107916,"violetred2"
4993.40071333393,10923.079738885,-1428.85024861101,"violetred3"
3658.14404417034,7958.11863969347,-1100.01695542875,"violetred4"
8438.14570194364,1698.46815679174,3356.75857464627,"wheat"
8711.26276147089,1759.67373449439,3482.71509638707,"wheat1"
8251.8637142646,1637.7300218054,3290.97176628484,"wheat2"
7320.61449513461,1455.25733486088,2908.41258148421,"wheat3"
5358.90287378824,1071.17147048536,2100.99643773452,"wheat4"
9046.89348886416,0,0,"whitesmoke"
9111.6242870602,740.765015977431,9983.06971740602,"yellow"
9111.6242870602,740.765015977431,9983.06971740602,"yellow1"
8621.58885543922,700.925675273958,9446.16677631147,"yellow2"
7649.61445891733,621.905227691223,8381.23171552412,"yellow3"
5602.23588600072,455.455605373916,6138.0396800079,"yellow4"
7351.00510887652,-2650.82004890121,8054.56948607864,"yellowgreen"
