"date","variable","value","value01"
1968-06-01,"pop",200536,0.0149294045426642
1968-07-01,"pop",200706,0.0163208512379783
1968-08-01,"pop",200898,0.0178923675056272
1968-09-01,"pop",201095,0.0195048086760794
1968-10-01,"pop",201290,0.0211008798854103
1968-11-01,"pop",201466,0.0225414364640884
1968-12-01,"pop",201621,0.0238101084509924
1969-01-01,"pop",201760,0.0249478207489257
1969-02-01,"pop",201881,0.0259382033967669
1969-03-01,"pop",202023,0.0271004706363822
1969-04-01,"pop",202161,0.0282299979537549
1969-05-01,"pop",202331,0.029621444649069
1969-06-01,"pop",202507,0.0310620012277471
1969-07-01,"pop",202677,0.0324534479230612
1969-08-01,"pop",202877,0.0340904440351954
1969-09-01,"pop",203090,0.0358338448946184
1969-10-01,"pop",203302,0.0375690607734807
1969-11-01,"pop",203500,0.0391896869244936
1969-12-01,"pop",203675,0.040622058522611
1970-01-01,"pop",203849,0.0420462451401678
1970-02-01,"pop",204008,0.0433476570493145
1970-03-01,"pop",204156,0.0445590341722938
1970-04-01,"pop",204401,0.0465643544096583
1970-05-01,"pop",204607,0.0482504604051565
1970-06-01,"pop",204830,0.0500757110701862
1970-07-01,"pop",205052,0.0518927767546552
1970-08-01,"pop",205295,0.0538817270308983
1970-09-01,"pop",205540,0.0558870472682627
1970-10-01,"pop",205788,0.0579169224473092
1970-11-01,"pop",206024,0.0598485778596276
1970-12-01,"pop",206238,0.0616001636996112
1971-01-01,"pop",206466,0.0634663392674442
1971-02-01,"pop",206668,0.0651197053406998
1971-03-01,"pop",206855,0.0666502967055453
1971-04-01,"pop",207065,0.0683691426232863
1971-05-01,"pop",207260,0.0699652138326172
1971-06-01,"pop",207462,0.0716185799058727
1971-07-01,"pop",207661,0.0732473910374463
1971-08-01,"pop",207881,0.0750480867607939
1971-09-01,"pop",208114,0.0769551872314303
1971-10-01,"pop",208345,0.0788459177409454
1971-11-01,"pop",208555,0.0805647636586863
1971-12-01,"pop",208740,0.0820789850624105
1972-01-01,"pop",208917,0.0835277266216493
1972-02-01,"pop",209061,0.0847063638223859
1972-03-01,"pop",209212,0.0859422958870473
1972-04-01,"pop",209386,0.087366482504604
1972-05-01,"pop",209545,0.0886678944137508
1972-06-01,"pop",209725,0.0901411909146716
1972-07-01,"pop",209896,0.0915408225905463
1972-08-01,"pop",210075,0.0930059341109065
1972-09-01,"pop",210278,0.0946674851647227
1972-10-01,"pop",210479,0.0963126662574176
1972-11-01,"pop",210656,0.0977614078166564
1972-12-01,"pop",210821,0.0991119296091672
1973-01-01,"pop",210985,0.100454266421117
1973-02-01,"pop",211120,0.101559238796808
1973-03-01,"pop",211254,0.102656026191938
1973-04-01,"pop",211420,0.104014732965009
1973-05-01,"pop",211577,0.105299774913035
1973-06-01,"pop",211746,0.106683036627788
1973-07-01,"pop",211909,0.108017188459177
1973-08-01,"pop",212092,0.10951503990178
1973-09-01,"pop",212289,0.111127481072232
1973-10-01,"pop",212475,0.112649887456517
1973-11-01,"pop",212634,0.113951299365664
1973-12-01,"pop",212785,0.115187231430325
1974-01-01,"pop",212932,0.116390423572744
1974-02-01,"pop",213074,0.117552690812359
1974-03-01,"pop",213211,0.118674033149171
1974-04-01,"pop",213361,0.119901780233272
1974-05-01,"pop",213513,0.121145897278494
1974-06-01,"pop",213686,0.12256189891549
1974-07-01,"pop",213854,0.123936975649683
1974-08-01,"pop",214042,0.125475751995089
1974-09-01,"pop",214246,0.127145488029466
1974-10-01,"pop",214451,0.128823409044404
1974-11-01,"pop",214625,0.13024759566196
1974-12-01,"pop",214782,0.131532637609986
1975-01-01,"pop",214931,0.132752199713526
1975-02-01,"pop",215065,0.133848987108656
1975-03-01,"pop",215198,0.134937589523225
1975-04-01,"pop",215353,0.136206261510129
1975-05-01,"pop",215523,0.137597708205443
1975-06-01,"pop",215768,0.139603028442807
1975-07-01,"pop",215973,0.141280949457745
1975-08-01,"pop",216195,0.143098015142214
1975-09-01,"pop",216393,0.144718641293227
1975-10-01,"pop",216587,0.146306527521997
1975-11-01,"pop",216771,0.147812563945161
1975-12-01,"pop",216931,0.149122160834868
1976-01-01,"pop",217095,0.150464497646818
1976-02-01,"pop",217249,0.151724984653161
1976-03-01,"pop",217381,0.15280540208717
1976-04-01,"pop",217528,0.154008594229589
1976-05-01,"pop",217685,0.155293636177614
1976-06-01,"pop",217861,0.156734192756292
1976-07-01,"pop",218035,0.158158379373849
1976-08-01,"pop",218233,0.159779005524862
1976-09-01,"pop",218440,0.161473296500921
1976-10-01,"pop",218644,0.163143032535298
1976-11-01,"pop",218834,0.164698178841825
1976-12-01,"pop",219006,0.166105995498261
1977-01-01,"pop",219179,0.167521997135257
1977-02-01,"pop",219344,0.168872518927768
1977-03-01,"pop",219504,0.170182115817475
1977-04-01,"pop",219684,0.171655412318396
1977-05-01,"pop",219859,0.173087783916513
1977-06-01,"pop",220046,0.174618375281359
1977-07-01,"pop",220239,0.176198076529568
1977-08-01,"pop",220458,0.177990587272355
1977-09-01,"pop",220688,0.17987313280131
1977-10-01,"pop",220904,0.181641088602415
1977-11-01,"pop",221109,0.183319009617352
1977-12-01,"pop",221303,0.184906895846122
1978-01-01,"pop",221477,0.186331082463679
1978-02-01,"pop",221629,0.187575199508901
1978-03-01,"pop",221792,0.188909351340291
1978-04-01,"pop",221991,0.190538162471864
1978-05-01,"pop",222176,0.192052383875588
1978-06-01,"pop",222379,0.193713934929405
1978-07-01,"pop",222585,0.195400040924903
1978-08-01,"pop",222805,0.19720073664825
1978-09-01,"pop",223053,0.199230611827297
1978-10-01,"pop",223271,0.201014937589523
1978-11-01,"pop",223477,0.202701043585021
1978-12-01,"pop",223670,0.204280744833231
1979-01-01,"pop",223865,0.205876816042562
1979-02-01,"pop",224053,0.207415592387968
1979-03-01,"pop",224235,0.20890525885001
1979-04-01,"pop",224438,0.210566809903826
1979-05-01,"pop",224632,0.212154696132597
1979-06-01,"pop",224843,0.213881727030898
1979-07-01,"pop",225055,0.215616942909761
1979-08-01,"pop",225295,0.217581338244322
1979-09-01,"pop",225547,0.219643953345611
1979-10-01,"pop",225801,0.221722938408021
1979-11-01,"pop",226027,0.223572744014733
1979-12-01,"pop",226243,0.225340699815838
1980-01-01,"pop",226451,0.227043175772458
1980-02-01,"pop",226656,0.228721096787395
1980-03-01,"pop",226849,0.230300798035605
1980-04-01,"pop",227061,0.232036013914467
1980-05-01,"pop",227251,0.233591160220994
1980-06-01,"pop",227522,0.235809289952936
1980-07-01,"pop",227726,0.237479025987313
1980-08-01,"pop",227953,0.239337016574586
1980-09-01,"pop",228186,0.241244117045222
1980-10-01,"pop",228417,0.243134847554737
1980-11-01,"pop",228612,0.244730918764068
1980-12-01,"pop",228779,0.2460978105177
1981-01-01,"pop",228937,0.247391037446286
1981-02-01,"pop",229071,0.248487824841416
1981-03-01,"pop",229224,0.249740126867199
1981-04-01,"pop",229403,0.251205238387559
1981-05-01,"pop",229575,0.252613055043994
1981-06-01,"pop",229761,0.254135461428279
1981-07-01,"pop",229966,0.255813382443217
1981-08-01,"pop",230187,0.257622263147125
1981-09-01,"pop",230412,0.259463883773276
1981-10-01,"pop",230641,0.26133824432167
1981-11-01,"pop",230822,0.262819725803151
1981-12-01,"pop",230989,0.264186617556783
1982-01-01,"pop",231157,0.265561694290976
1982-02-01,"pop",231313,0.266838551258441
1982-03-01,"pop",231470,0.268123593206466
1982-04-01,"pop",231645,0.269555964804584
1982-05-01,"pop",231809,0.270898301616534
1982-06-01,"pop",231992,0.272396153059137
1982-07-01,"pop",232188,0.274000409249028
1982-08-01,"pop",232392,0.275670145283405
1982-09-01,"pop",232599,0.277364436259464
1982-10-01,"pop",232816,0.27914057704113
1982-11-01,"pop",232993,0.280589318600368
1982-12-01,"pop",233160,0.281956210354
1983-01-01,"pop",233322,0.283282177204829
1983-02-01,"pop",233473,0.284518109269491
1983-03-01,"pop",233613,0.285664006547984
1983-04-01,"pop",233781,0.287039083282177
1983-05-01,"pop",233922,0.288193165541232
1983-06-01,"pop",234118,0.289797421731123
1983-07-01,"pop",234307,0.29134438305709
1983-08-01,"pop",234501,0.29293226928586
1983-09-01,"pop",234701,0.294569265397995
1983-10-01,"pop",234907,0.296255371393493
1983-11-01,"pop",235078,0.297655003069368
1983-12-01,"pop",235235,0.298940045017393
1984-01-01,"pop",235385,0.300167792101494
1984-02-01,"pop",235527,0.301330059341109
1984-03-01,"pop",235675,0.302541436464088
1984-04-01,"pop",235839,0.303883773276038
1984-05-01,"pop",235993,0.305144260282382
1984-06-01,"pop",236160,0.306511152036014
1984-07-01,"pop",236348,0.30804992838142
1984-08-01,"pop",236549,0.309695109474115
1984-09-01,"pop",236760,0.311422140372417
1984-10-01,"pop",236976,0.313190096173522
1984-11-01,"pop",237159,0.314687947616124
1984-12-01,"pop",237316,0.31597298956415
1985-01-01,"pop",237468,0.317217106609372
1985-02-01,"pop",237602,0.318313894004502
1985-03-01,"pop",237732,0.319377941477389
1985-04-01,"pop",237900,0.320753018211582
1985-05-01,"pop",238074,0.322177204829139
1985-06-01,"pop",238270,0.32378146101903
1985-07-01,"pop",238466,0.325385717208922
1985-08-01,"pop",238679,0.327129118068345
1985-09-01,"pop",238898,0.328921628811132
1985-10-01,"pop",239113,0.330681399631676
1985-11-01,"pop",239307,0.332269285860446
1985-12-01,"pop",239477,0.33366073255576
1986-01-01,"pop",239638,0.334978514426028
1986-02-01,"pop",239788,0.336206261510129
1986-03-01,"pop",239928,0.337352158788623
1986-04-01,"pop",240094,0.338710865561694
1986-05-01,"pop",240271,0.340159607120933
1986-06-01,"pop",240459,0.341698383466339
1986-07-01,"pop",240651,0.343269899733988
1986-08-01,"pop",240854,0.344931450787804
1986-09-01,"pop",241068,0.346683036627788
1986-10-01,"pop",241274,0.348369142623286
1986-11-01,"pop",241467,0.349948843871496
1986-12-01,"pop",241620,0.351201145897279
1987-01-01,"pop",241784,0.352543482709229
1987-02-01,"pop",241930,0.353738489871087
1987-03-01,"pop",242079,0.354958051974627
1987-04-01,"pop",242252,0.356374053611623
1987-05-01,"pop",242423,0.357773685287497
1987-06-01,"pop",242608,0.359287906691222
1987-07-01,"pop",242804,0.360892162881113
1987-08-01,"pop",243012,0.362594638837733
1987-09-01,"pop",243223,0.364321669736034
1987-10-01,"pop",243446,0.366146920401064
1987-11-01,"pop",243639,0.367726621649274
1987-12-01,"pop",243809,0.369118068344588
1988-01-01,"pop",243981,0.370525885001023
1988-02-01,"pop",244131,0.371753632085124
1988-03-01,"pop",244279,0.372965009208103
1988-04-01,"pop",244445,0.374323715981175
1988-05-01,"pop",244610,0.375674237773685
1988-06-01,"pop",244806,0.377278493963577
1988-07-01,"pop",245021,0.379038264784121
1988-08-01,"pop",245240,0.380830775526908
1988-09-01,"pop",245464,0.382664211172498
1988-10-01,"pop",245693,0.384538571720892
1988-11-01,"pop",245884,0.38610190300798
1988-12-01,"pop",246056,0.387509719664416
1989-01-01,"pop",246224,0.388884796398609
1989-02-01,"pop",246378,0.390145283404952
1989-03-01,"pop",246530,0.391389400450174
1989-04-01,"pop",246721,0.392952731737262
1989-05-01,"pop",246906,0.394466953140986
1989-06-01,"pop",247114,0.396169429097606
1989-07-01,"pop",247342,0.398035604665439
1989-08-01,"pop",247573,0.399926335174954
1989-09-01,"pop",247816,0.401915285451197
1989-10-01,"pop",248067,0.403969715571926
1989-11-01,"pop",248281,0.405721301411909
1989-12-01,"pop",248479,0.407341927562922
1990-01-01,"pop",248659,0.408815224063843
1990-02-01,"pop",248827,0.410190300798036
1990-03-01,"pop",249012,0.41170452220176
1990-04-01,"pop",249306,0.414110906486597
1990-05-01,"pop",249565,0.416230816451811
1990-06-01,"pop",249849,0.418555350931042
1990-07-01,"pop",250132,0.420871700429712
1990-08-01,"pop",250439,0.423384489461838
1990-09-01,"pop",250751,0.425938203396767
1990-10-01,"pop",251057,0.428442807448332
1990-11-01,"pop",251346,0.430808266830366
1990-12-01,"pop",251626,0.433100061387354
1991-01-01,"pop",251889,0.435252711274811
1991-02-01,"pop",252135,0.437266216492736
1991-03-01,"pop",252372,0.439206056885615
1991-04-01,"pop",252643,0.441424186617557
1991-05-01,"pop",252913,0.443634131368938
1991-06-01,"pop",253207,0.446040515653775
1991-07-01,"pop",253493,0.448381420094127
1991-08-01,"pop",253807,0.450951503990178
1991-09-01,"pop",254126,0.453562512789032
1991-10-01,"pop",254435,0.456091671782279
1991-11-01,"pop",254718,0.458408021280949
1991-12-01,"pop",254964,0.460421526498875
1992-01-01,"pop",255214,0.462467771639042
1992-02-01,"pop",255448,0.464383057090239
1992-03-01,"pop",255703,0.466470227133211
1992-04-01,"pop",255992,0.468835686515245
1992-05-01,"pop",256285,0.471233885819521
1992-06-01,"pop",256589,0.473722119909965
1992-07-01,"pop",256894,0.47621853898097
1992-08-01,"pop",257232,0.478985062410477
1992-09-01,"pop",257548,0.481571516267649
1992-10-01,"pop",257861,0.484133415183139
1992-11-01,"pop",258147,0.486474319623491
1992-12-01,"pop",258413,0.488651524452629
1993-01-01,"pop",258679,0.490828729281768
1993-02-01,"pop",258919,0.492793124616329
1993-03-01,"pop",259152,0.494700225086965
1993-04-01,"pop",259414,0.496844689993861
1993-05-01,"pop",259680,0.499021894823
1993-06-01,"pop",259963,0.50133824432167
1993-07-01,"pop",260255,0.503728258645386
1993-08-01,"pop",260566,0.506273787599754
1993-09-01,"pop",260867,0.508737466748516
1993-10-01,"pop",261163,0.511160220994475
1993-11-01,"pop",261425,0.513304685901371
1993-12-01,"pop",261674,0.515342746060978
1994-01-01,"pop",261919,0.517348066298343
1994-02-01,"pop",262123,0.519017802332719
1994-03-01,"pop",262352,0.520892162881113
1994-04-01,"pop",262631,0.52317577245754
1994-05-01,"pop",262877,0.525189277675466
1994-06-01,"pop",263152,0.52744014732965
1994-07-01,"pop",263436,0.529764681808881
1994-08-01,"pop",263724,0.532121956210354
1994-09-01,"pop",264017,0.534520155514631
1994-10-01,"pop",264301,0.536844689993861
1994-11-01,"pop",264559,0.538956414978514
1994-12-01,"pop",264804,0.540961735215879
1995-01-01,"pop",265044,0.54292613055044
1995-02-01,"pop",265270,0.544775936157152
1995-03-01,"pop",265495,0.546617556783303
1995-04-01,"pop",265755,0.548745651729077
1995-05-01,"pop",265998,0.55073460200532
1995-06-01,"pop",266270,0.552960916717823
1995-07-01,"pop",266557,0.555310006138735
1995-08-01,"pop",266843,0.557650910579087
1995-09-01,"pop",267152,0.560180069572335
1995-10-01,"pop",267456,0.562668303662779
1995-11-01,"pop",267715,0.564788213627993
1995-12-01,"pop",267943,0.566654389195826
1996-01-01,"pop",268151,0.568356865152445
1996-02-01,"pop",268364,0.570100266011868
1996-03-01,"pop",268595,0.571990996521383
1996-04-01,"pop",268853,0.574102721506036
1996-05-01,"pop",269108,0.576189891549008
1996-06-01,"pop",269386,0.578465316144874
1996-07-01,"pop",269667,0.580765295682423
1996-08-01,"pop",269976,0.58329445467567
1996-09-01,"pop",270284,0.585815428688357
1996-10-01,"pop",270581,0.588246367914876
1996-11-01,"pop",270878,0.590677307141396
1996-12-01,"pop",271125,0.592698997339881
1997-01-01,"pop",271360,0.594622467771639
1997-02-01,"pop",271585,0.59646408839779
1997-03-01,"pop",271821,0.598395743810108
1997-04-01,"pop",272083,0.600540208717004
1997-05-01,"pop",272342,0.602660118682218
1997-06-01,"pop",272622,0.604951913239206
1997-07-01,"pop",272912,0.607325557601801
1997-08-01,"pop",273237,0.609985676284019
1997-09-01,"pop",273553,0.612572130141191
1997-10-01,"pop",273852,0.615019439328832
1997-11-01,"pop",274126,0.617262124002456
1997-12-01,"pop",274372,0.619275629220381
1998-01-01,"pop",274626,0.621354614282791
1998-02-01,"pop",274838,0.623089830161653
1998-03-01,"pop",275047,0.624800491098834
1998-04-01,"pop",275304,0.626904031102926
1998-05-01,"pop",275564,0.629032126048701
1998-06-01,"pop",275836,0.631258440761203
1998-07-01,"pop",276115,0.63354205033763
1998-08-01,"pop",276418,0.636022099447514
1998-09-01,"pop",276714,0.638444853693472
1998-10-01,"pop",277003,0.640810313075506
1998-11-01,"pop",277277,0.64305299774913
1998-12-01,"pop",277526,0.645091057908737
1999-01-01,"pop",277790,0.647251892776755
1999-02-01,"pop",277992,0.64890525885001
1999-03-01,"pop",278198,0.650591364845509
1999-04-01,"pop",278451,0.652662164927358
1999-05-01,"pop",278717,0.654839369756497
1999-06-01,"pop",279001,0.657163904235727
1999-07-01,"pop",279295,0.659570288520565
1999-08-01,"pop",279602,0.662083077552691
1999-09-01,"pop",279903,0.664546756701453
1999-10-01,"pop",280203,0.667002250869654
1999-11-01,"pop",280471,0.669195825659914
1999-12-01,"pop",280716,0.671201145897279
2000-01-01,"pop",280976,0.673329240843053
2000-02-01,"pop",281190,0.675080826683037
2000-03-01,"pop",281409,0.676873337425824
2000-04-01,"pop",281653,0.678870472682627
2000-05-01,"pop",281877,0.680703908328218
2000-06-01,"pop",282126,0.682741968487825
2000-07-01,"pop",282385,0.684861878453039
2000-08-01,"pop",282653,0.687055453243299
2000-09-01,"pop",282932,0.689339062819726
2000-10-01,"pop",283201,0.691540822590546
2000-11-01,"pop",283453,0.693603437691836
2000-12-01,"pop",283696,0.695592387968079
2001-01-01,"pop",283920,0.697425823613669
2001-02-01,"pop",284137,0.699201964395335
2001-03-01,"pop",284350,0.700945365254757
2001-04-01,"pop",284581,0.702836095764273
2001-05-01,"pop",284810,0.704710456312666
2001-06-01,"pop",285062,0.706773071413955
2001-07-01,"pop",285309,0.708794761612441
2001-08-01,"pop",285570,0.710931041538776
2001-09-01,"pop",285843,0.71316554123184
2001-10-01,"pop",286098,0.715252711274811
2001-11-01,"pop",286341,0.717241661551054
2001-12-01,"pop",286570,0.719116022099447
2002-01-01,"pop",286788,0.720900347861674
2002-02-01,"pop",286994,0.722586453857172
2002-03-01,"pop",287190,0.724190710047064
2002-04-01,"pop",287397,0.725885001023123
2002-05-01,"pop",287623,0.727734806629834
2002-06-01,"pop",287864,0.729707386944956
2002-07-01,"pop",288105,0.731679967260078
2002-08-01,"pop",288360,0.733767137303049
2002-09-01,"pop",288618,0.735878862287702
2002-10-01,"pop",288870,0.737941477388991
2002-11-01,"pop",289106,0.73987313280131
2002-12-01,"pop",289313,0.741567423777369
2003-01-01,"pop",289518,0.743245344792306
2003-02-01,"pop",289714,0.744849600982198
2003-03-01,"pop",289911,0.74646204215265
2003-04-01,"pop",290125,0.748213627992633
2003-05-01,"pop",290346,0.750022508696542
2003-06-01,"pop",290584,0.751970534069982
2003-07-01,"pop",290820,0.7539021894823
2003-08-01,"pop",291072,0.755964804583589
2003-09-01,"pop",291321,0.758002864743196
2003-10-01,"pop",291574,0.760073664825046
2003-11-01,"pop",291807,0.761980765295682
2003-12-01,"pop",292008,0.763625946388377
2004-01-01,"pop",292192,0.765131982811541
2004-02-01,"pop",292368,0.766572539390219
2004-03-01,"pop",292561,0.768152240638428
2004-04-01,"pop",292779,0.769936566400655
2004-05-01,"pop",292997,0.771720892162881
2004-06-01,"pop",293223,0.773570697769593
2004-07-01,"pop",293463,0.775535093104154
2004-08-01,"pop",293719,0.777630448127686
2004-09-01,"pop",293971,0.779693063228975
2004-10-01,"pop",294230,0.781812973194189
2004-11-01,"pop",294466,0.783744628606507
2004-12-01,"pop",294694,0.78561080417434
2005-01-01,"pop",294914,0.787411499897688
2005-02-01,"pop",295105,0.788974831184776
2005-03-01,"pop",295287,0.790464497646818
2005-04-01,"pop",295490,0.792126048700634
2005-05-01,"pop",295704,0.793877634540618
2005-06-01,"pop",295936,0.795776550030694
2005-07-01,"pop",296186,0.797822795170862
2005-08-01,"pop",296440,0.799901780233272
2005-09-01,"pop",296707,0.802087170042971
2005-10-01,"pop",296972,0.804256189891549
2005-11-01,"pop",297207,0.806179660323307
2005-12-01,"pop",297431,0.808013095968897
2006-01-01,"pop",297647,0.809781051770002
2006-02-01,"pop",297854,0.811475342746061
2006-03-01,"pop",298060,0.813161448741559
2006-04-01,"pop",298281,0.814970329445468
2006-05-01,"pop",298496,0.816730100266012
2006-06-01,"pop",298739,0.818719050542255
2006-07-01,"pop",298996,0.820822590546347
2006-08-01,"pop",299263,0.823007980356047
2006-09-01,"pop",299554,0.825389809699202
2006-10-01,"pop",299835,0.827689789236751
2006-11-01,"pop",300094,0.829809699201964
2006-12-01,"pop",300340,0.83182320441989
2007-01-01,"pop",300574,0.833738489871087
2007-02-01,"pop",300802,0.83560466543892
2007-03-01,"pop",301021,0.837397176181707
2007-04-01,"pop",301254,0.839304276652343
2007-05-01,"pop",301483,0.841178637200737
2007-06-01,"pop",301739,0.843273992224268
2007-07-01,"pop",302004,0.845443012072846
2007-08-01,"pop",302267,0.847595661960303
2007-09-01,"pop",302546,0.84987927153673
2007-10-01,"pop",302807,0.852015551463065
2007-11-01,"pop",303054,0.854037241661551
2007-12-01,"pop",303287,0.855944342132187
2008-01-01,"pop",303506,0.857736852874974
2008-02-01,"pop",303711,0.859414773889912
2008-03-01,"pop",303907,0.861019030079804
2008-04-01,"pop",304117,0.862737875997544
2008-05-01,"pop",304323,0.864423981993043
2008-06-01,"pop",304556,0.866331082463679
2008-07-01,"pop",304798,0.868311847759362
2008-08-01,"pop",305045,0.870333537957847
2008-09-01,"pop",305309,0.872494372825865
2008-10-01,"pop",305554,0.874499693063229
2008-11-01,"pop",305786,0.876398608553305
2008-12-01,"pop",306004,0.878182934315531
2009-01-01,"pop",306208,0.879852670349908
2009-02-01,"pop",306402,0.881440556578678
2009-03-01,"pop",306588,0.882962962962963
2009-04-01,"pop",306787,0.884591774094536
2009-05-01,"pop",306984,0.886204215264989
2009-06-01,"pop",307206,0.888021280949458
2009-07-01,"pop",307439,0.889928381420094
2009-08-01,"pop",307685,0.891941886638019
2009-09-01,"pop",307946,0.894078166564354
2009-10-01,"pop",308189,0.896067116840597
2009-11-01,"pop",308418,0.897941477388991
2009-12-01,"pop",308633,0.899701248209535
2010-01-01,"pop",308833,0.90133824432167
2010-02-01,"pop",309027,0.90292613055044
2010-03-01,"pop",309212,0.904440351954164
2010-04-01,"pop",309191,0.90426846736239
2010-05-01,"pop",309376,0.905782688766114
2010-06-01,"pop",309562,0.907305095150399
2010-07-01,"pop",309767,0.908983016165337
2010-08-01,"pop",309989,0.910800081849806
2010-09-01,"pop",310218,0.912674442398199
2010-10-01,"pop",310451,0.914581542868836
2010-11-01,"pop",310657,0.916267648864334
2010-12-01,"pop",310853,0.917871905054225
2011-01-01,"pop",311042,0.919418866380192
2011-02-01,"pop",311205,0.920753018211582
2011-03-01,"pop",311367,0.92207898506241
2011-04-01,"pop",311548,0.923560466543892
2011-05-01,"pop",311729,0.925041948025373
2011-06-01,"pop",311923,0.926629834254144
2011-07-01,"pop",312139,0.928397790055249
2011-08-01,"pop",312355,0.930165745856354
2011-09-01,"pop",312587,0.932064661346429
2011-10-01,"pop",312810,0.933889912011459
2011-11-01,"pop",313003,0.935469613259668
2011-12-01,"pop",313191,0.937008389605075
2012-01-01,"pop",313373,0.938498056067117
2012-02-01,"pop",313537,0.939840392879067
2012-03-01,"pop",313705,0.94121546961326
2012-04-01,"pop",313881,0.942656026191938
2012-05-01,"pop",314052,0.944055657867813
2012-06-01,"pop",314247,0.945651729077143
2012-07-01,"pop",314449,0.947305095150399
2012-08-01,"pop",314673,0.949138530795989
2012-09-01,"pop",314909,0.951070186208308
2012-10-01,"pop",315129,0.952870881931655
2012-11-01,"pop",315341,0.954606097810518
2012-12-01,"pop",315532,0.956169429097606
2013-01-01,"pop",315701,0.957552690812359
2013-02-01,"pop",315869,0.958927767546552
2013-03-01,"pop",316041,0.960335584202987
2013-04-01,"pop",316220,0.961800695723348
2013-05-01,"pop",316395,0.963233067321465
2013-06-01,"pop",316594,0.964861878453039
2013-07-01,"pop",316799,0.966539799467976
2013-08-01,"pop",317019,0.968340495191324
2013-09-01,"pop",317253,0.970255780642521
2013-10-01,"pop",317470,0.972031921424187
2013-11-01,"pop",317679,0.973742582361367
2013-12-01,"pop",317867,0.975281358706773
2014-01-01,"pop",318032,0.976631880499284
2014-02-01,"pop",318200,0.978006957233477
2014-03-01,"pop",318373,0.979422958870473
2014-04-01,"pop",318552,0.980888070390833
2014-05-01,"pop",318728,0.982328626969511
2014-06-01,"pop",318927,0.983957438101084
2014-07-01,"pop",319133,0.985643544096583
2014-08-01,"pop",319354,0.987452424800491
2014-09-01,"pop",319588,0.989367710251688
2014-10-01,"pop",319804,0.991135666052793
2014-11-01,"pop",320013,0.992846326989973
2014-12-01,"pop",320201,0.99438510333538
2015-01-01,"pop",320367,0.995743810108451
2015-02-01,"pop",320534,0.997110701862083
2015-03-01,"pop",320707,0.998526703499079
2015-04-01,"pop",320887,1
1967-07-01,"psavert",12.5,0.701986754966887
1967-08-01,"psavert",12.5,0.701986754966887
1967-09-01,"psavert",11.7,0.649006622516556
1967-10-01,"psavert",12.5,0.701986754966887
1967-11-01,"psavert",12.5,0.701986754966887
1967-12-01,"psavert",12.1,0.675496688741722
1968-01-01,"psavert",11.7,0.649006622516556
1968-02-01,"psavert",12.2,0.682119205298013
1968-03-01,"psavert",11.6,0.642384105960265
1968-04-01,"psavert",12.2,0.682119205298013
1968-05-01,"psavert",12,0.66887417218543
1968-06-01,"psavert",11.6,0.642384105960265
1968-07-01,"psavert",10.6,0.576158940397351
1968-08-01,"psavert",10.4,0.562913907284768
1968-09-01,"psavert",10.4,0.562913907284768
1968-10-01,"psavert",10.6,0.576158940397351
1968-11-01,"psavert",10.4,0.562913907284768
1968-12-01,"psavert",10.9,0.596026490066225
1969-01-01,"psavert",10,0.536423841059603
1969-02-01,"psavert",9.4,0.496688741721854
1969-03-01,"psavert",9.9,0.529801324503311
1969-04-01,"psavert",9.5,0.503311258278146
1969-05-01,"psavert",10,0.536423841059603
1969-06-01,"psavert",10.9,0.596026490066225
1969-07-01,"psavert",11.7,0.649006622516556
1969-08-01,"psavert",11.5,0.635761589403974
1969-09-01,"psavert",11.5,0.635761589403974
1969-10-01,"psavert",11.3,0.622516556291391
1969-11-01,"psavert",11.5,0.635761589403974
1969-12-01,"psavert",11.7,0.649006622516556
1970-01-01,"psavert",11.7,0.649006622516556
1970-02-01,"psavert",11.6,0.642384105960265
1970-03-01,"psavert",12.3,0.688741721854305
1970-04-01,"psavert",13.3,0.754966887417219
1970-05-01,"psavert",12.3,0.688741721854305
1970-06-01,"psavert",11.7,0.649006622516556
1970-07-01,"psavert",13.2,0.748344370860927
1970-08-01,"psavert",13.1,0.741721854304636
1970-09-01,"psavert",12.9,0.728476821192053
1970-10-01,"psavert",13,0.735099337748344
1970-11-01,"psavert",13.3,0.754966887417219
1970-12-01,"psavert",12.9,0.728476821192053
1971-01-01,"psavert",13.1,0.741721854304636
1971-02-01,"psavert",13.1,0.741721854304636
1971-03-01,"psavert",13.3,0.754966887417219
1971-04-01,"psavert",13,0.735099337748344
1971-05-01,"psavert",13.4,0.76158940397351
1971-06-01,"psavert",14.4,0.827814569536424
1971-07-01,"psavert",13.6,0.774834437086093
1971-08-01,"psavert",13.6,0.774834437086093
1971-09-01,"psavert",12.9,0.728476821192053
1971-10-01,"psavert",13,0.735099337748344
1971-11-01,"psavert",12.8,0.721854304635762
1971-12-01,"psavert",12.9,0.728476821192053
1972-01-01,"psavert",12.4,0.695364238410596
1972-02-01,"psavert",12.6,0.708609271523179
1972-03-01,"psavert",11.5,0.635761589403974
1972-04-01,"psavert",11.3,0.622516556291391
1972-05-01,"psavert",11.5,0.635761589403974
1972-06-01,"psavert",11.4,0.629139072847682
1972-07-01,"psavert",11.4,0.629139072847682
1972-08-01,"psavert",11.8,0.655629139072848
1972-09-01,"psavert",12,0.66887417218543
1972-10-01,"psavert",12.7,0.71523178807947
1972-11-01,"psavert",13.4,0.76158940397351
