date_hour,pageviews
2013-06-10 09:00:00,145
2013-06-10 10:00:00,151
2013-06-10 11:00:00,205
2013-06-10 12:00:00,136
2013-06-10 13:00:00,152
2013-06-10 14:00:00,162
2013-06-10 15:00:00,249
2013-06-10 16:00:00,105
2013-06-10 17:00:00,264
2013-06-10 18:00:00,128
2013-06-10 19:00:00,145
2013-06-10 20:00:00,74
2013-06-10 21:00:00,99
2013-06-10 22:00:00,109
2013-06-10 23:00:00,96
2013-06-11 01:00:00,124
2013-06-11 02:00:00,114
2013-06-11 03:00:00,91
2013-06-11 05:00:00,107
2013-06-11 07:00:00,96
2013-06-11 08:00:00,211
2013-06-11 09:00:00,335
2013-06-11 10:00:00,253
2013-06-11 11:00:00,307
2013-06-11 12:00:00,184
2013-06-11 13:00:00,140
2013-06-11 14:00:00,148
2013-06-11 15:00:00,142
2013-06-11 16:00:00,116
2013-06-11 18:00:00,131
2013-06-11 20:00:00,85
2013-06-11 21:00:00,83
2013-06-12 00:00:00,103
2013-06-12 03:00:00,94
2013-06-12 06:00:00,81
2013-06-12 07:00:00,93
2013-06-12 08:00:00,93
2013-06-12 09:00:00,121
2013-06-12 11:00:00,143
2013-06-12 12:00:00,216
2013-06-12 13:00:00,112
2013-06-12 14:00:00,132
2013-06-12 15:00:00,235
2013-06-12 16:00:00,188
2013-06-12 17:00:00,305
2013-06-12 18:00:00,90
2013-06-12 19:00:00,117
2013-06-12 20:00:00,202
2013-06-12 21:00:00,152
2013-06-12 22:00:00,155
2013-06-12 23:00:00,83
2013-06-13 02:00:00,102
2013-06-13 03:00:00,174
2013-06-13 07:00:00,75
2013-06-13 08:00:00,535
2013-06-13 09:00:00,3717
2013-06-13 10:00:00,3676
2013-06-13 11:00:00,3684
2013-06-13 12:00:00,3875
2013-06-13 13:00:00,2840
2013-06-13 14:00:00,2114
2013-06-13 15:00:00,2338
2013-06-13 16:00:00,1139
2013-06-13 17:00:00,1017
2013-06-13 18:00:00,783
2013-06-13 19:00:00,609
2013-06-13 20:00:00,474
2013-06-13 21:00:00,673
2013-06-13 22:00:00,563
2013-06-13 23:00:00,398
2013-06-14 00:00:00,527
2013-06-14 01:00:00,522
